,id,Actual,No Embeddings,GLOVE (6B - 50),GLOVE (840B - 300),Doc2Vec USPTO Patent Embeddings,FastText
1532,US9436894B2,1,[1],[1],[1],[1],[1]
1533,US9055891B2,0,[0],[0],[0],[0],[1]
1534,US8670030B2,0,[0],[0],[0],[0],[0]
1535,US6323452A,0,[0],[0],[0],[0],[0]
1536,US10110872B2,0,[1],[1],[1],[1],[0]
1537,US9273517B2,0,[1],[0],[0],[0],[0]
1538,US9940520B2,1,[1],[1],[1],[1],[1]
1539,US5619742A,0,[0],[0],[0],[0],[0]
1540,US8270477B2,1,[1],[1],[1],[1],[1]
1541,US8224479B2,1,[0],[0],[0],[0],[0]
1542,US9802317B1,1,[1],[0],[0],[0],[1]
1543,US9302398B2,1,[1],[0],[1],[0],[1]
1544,US8059185B2,0,[0],[0],[0],[0],[0]
1545,US8103287B2,0,[0],[0],[0],[0],[0]
1546,US5602566A,0,[0],[0],[0],[0],[0]
1547,US9033503B2,0,[0],[0],[0],[0],[0]
1548,US9189833B2,1,[1],[1],[1],[1],[1]
1549,US7979397B2,0,[0],[0],[0],[0],[0]
1550,US8494141B2,0,[1],[0],[0],[1],[0]
1551,US8180176B2,1,[1],[1],[1],[1],[1]
1552,US9063977B2,1,[1],[0],[0],[1],[1]
1553,US10049327B2,1,[1],[1],[1],[1],[1]
1554,US8488012B2,1,[1],[1],[1],[1],[1]
1555,US9943963B2,0,[0],[0],[0],[0],[0]
1556,US9979327B2,0,[0],[0],[0],[0],[0]
1557,US8983122B2,1,[1],[1],[1],[1],[1]
1558,US9278449B1,1,[1],[1],[1],[1],[1]
1559,US9223386B2,1,[1],[1],[1],[1],[1]
1560,US8694647B2,0,[0],[0],[0],[0],[0]
1561,US9094219B2,0,[0],[0],[0],[0],[1]
1562,US8390674B2,1,[1],[0],[1],[1],[1]
1563,US9741169B1,1,[1],[1],[1],[0],[0]
1564,US9390677B2,0,[1],[0],[1],[1],[0]
1565,US8971612B2,1,[1],[1],[1],[1],[1]
1566,US9548993B2,1,[1],[1],[0],[1],[1]
1567,US9006607B2,0,[0],[0],[0],[0],[0]
1568,US9201424B1,1,[1],[1],[1],[1],[1]
1569,US9727775B2,1,[1],[1],[1],[1],[1]
1570,US10092166B2,1,[1],[1],[1],[1],[1]
1571,US9162359B2,0,[1],[0],[0],[0],[1]
1572,US9002130B2,1,[0],[0],[0],[0],[0]
1573,US9992641B2,1,[1],[1],[1],[1],[1]
1574,US8280906B1,0,[1],[1],[0],[0],[1]
1575,US9557989B2,1,[1],[1],[1],[0],[1]
1576,US9969082B1,0,[1],[1],[1],[1],[1]
1577,US10127679B2,1,[1],[1],[1],[1],[1]
1578,US9846923B1,1,[1],[1],[1],[1],[1]
1579,US9922432B1,1,[1],[1],[1],[1],[1]
1580,US9330320B2,1,[1],[1],[1],[1],[1]
1581,US9323929B2,0,[1],[0],[1],[1],[0]
1582,US9584768B2,1,[1],[1],[1],[1],[1]
1583,US8874485B2,1,[1],[1],[1],[0],[1]
1584,US6807294B2,0,[1],[1],[0],[0],[0]
1585,US9384532B2,1,[0],[0],[0],[1],[0]
1586,US9767565B2,1,[1],[1],[1],[1],[1]
1587,US9191649B2,0,[1],[1],[1],[1],[1]
1588,US9438880B2,1,[1],[1],[1],[1],[1]
1589,US9948830B2,1,[1],[1],[1],[1],[1]
1590,US6747704B1,1,[0],[1],[0],[1],[0]
1591,US9699386B2,1,[1],[1],[1],[1],[1]
1592,US8610791B2,1,[0],[1],[0],[1],[0]
1593,US8983743B2,1,[0],[0],[0],[0],[0]
1594,US9406330B1,0,[0],[0],[1],[1],[0]
1595,US9535776B2,1,[0],[0],[0],[1],[0]
1596,US9378120B2,1,[1],[0],[0],[0],[0]
1597,US4580513A,1,[0],[0],[0],[0],[0]
1598,US9066615B2,1,[0],[0],[0],[0],[0]
1599,US9519805B2,0,[1],[1],[1],[0],[1]
1600,US7070215B2,0,[0],[0],[0],[0],[0]
1601,US9256249B2,0,[0],[0],[0],[0],[0]
1602,US9976634B2,0,[0],[0],[0],[0],[0]
1603,US9718243B2,0,[0],[0],[0],[0],[0]
1604,US9090200B2,0,[0],[0],[0],[0],[0]
1605,US10105730B2,0,[0],[0],[0],[0],[0]
1606,US10086944B2,0,[0],[0],[0],[0],[0]
1607,US5576596A,0,[0],[0],[0],[0],[0]
1608,US9205449B1,0,[0],[0],[0],[0],[0]
1609,US9440355B2,0,[0],[0],[0],[0],[0]
1610,US9913041B2,0,[0],[0],[0],[0],[0]
1611,US4746040A,0,[0],[0],[0],[0],[0]
1612,US6603853B1,0,[0],[0],[0],[0],[0]
1613,US9723883B1,0,[0],[0],[0],[0],[0]
1614,US9381755B2,0,[0],[0],[0],[0],[0]
1615,US9469027B2,0,[0],[0],[0],[0],[0]
1616,US9988763B2,0,[0],[0],[0],[0],[0]
1617,US9245551B2,0,[0],[0],[0],[0],[0]
1618,US10125051B2,0,[0],[0],[0],[0],[0]
1619,US6769529B2,0,[0],[0],[0],[0],[0]
1620,US9659236B2,1,[1],[1],[1],[1],[1]
1621,US9997848B2,0,[0],[0],[0],[0],[0]
1622,US6536310B2,0,[0],[0],[0],[0],[0]
1623,US8590907B2,0,[0],[0],[0],[0],[0]
1624,US8659914B2,0,[0],[0],[0],[0],[0]
1625,US9533741B2,0,[0],[0],[0],[0],[0]
1626,US8950973B2,0,[0],[0],[0],[0],[0]
1627,US9186781B2,0,[0],[0],[0],[0],[0]
1628,US8936691B2,0,[0],[0],[0],[0],[0]
1629,US9399554B2,0,[0],[0],[0],[0],[0]
1630,US10011935B2,0,[0],[0],[0],[0],[0]
1631,US9341682B2,0,[0],[0],[0],[0],[0]
1632,US9726687B2,0,[0],[1],[0],[0],[0]
1633,US4774536A,0,[0],[0],[0],[0],[0]
1634,US7663020B2,0,[0],[0],[0],[0],[0]
1635,US9856679B2,0,[0],[0],[0],[0],[0]
1636,US5714350A,0,[0],[0],[0],[0],[0]
1637,US7476779B2,0,[0],[0],[0],[0],[0]
1638,US9163375B2,0,[0],[0],[0],[0],[0]
1639,US9132281B2,0,[0],[0],[0],[0],[0]
1640,US10030161B2,0,[0],[0],[0],[0],[0]
1641,US8267613B2,0,[0],[0],[0],[0],[0]
1642,US9517118B1,0,[0],[0],[0],[0],[0]
1643,US7419975B2,0,[0],[0],[0],[0],[0]
1644,US9828842B2,0,[0],[0],[0],[0],[0]
1645,US6995448B2,0,[0],[0],[0],[0],[0]
1646,US6843517B2,0,[0],[0],[0],[0],[0]
1647,US5905021A,0,[0],[0],[0],[0],[0]
1648,US4867485A,0,[0],[0],[0],[0],[0]
1649,US7719079B2,0,[0],[0],[0],[0],[0]
1650,US5248526A,0,[0],[0],[0],[0],[0]
1651,US9090850B1,0,[0],[0],[0],[0],[0]
1652,US7322619B2,0,[0],[0],[0],[0],[0]
1653,US10056589B2,0,[0],[0],[0],[0],[0]
1654,US9968356B2,0,[0],[0],[0],[0],[0]
1655,US8651268B2,0,[0],[0],[0],[0],[0]
1656,US10080392B2,0,[0],[0],[0],[0],[0]
1657,US9661889B1,0,[0],[0],[0],[0],[0]
1658,US9066504B2,0,[0],[0],[0],[0],[0]
1659,US9728788B2,0,[0],[0],[0],[0],[0]
1660,US9658130B2,0,[0],[0],[0],[0],[0]
1661,US9121488B2,0,[0],[0],[0],[0],[0]
1662,US9897751B2,0,[0],[0],[0],[0],[0]
1663,US7431321B2,0,[0],[0],[0],[0],[0]
1664,US10132345B2,0,[0],[0],[0],[0],[0]
1665,US9650962B2,0,[0],[0],[0],[0],[0]
1666,US9168499B1,0,[0],[0],[0],[0],[0]
1667,US6533361B1,0,[0],[0],[0],[0],[0]
1668,US5050813A,0,[0],[0],[0],[0],[0]
1669,US9281454B2,0,[0],[0],[0],[0],[0]
1670,US9777512B2,0,[0],[0],[0],[0],[0]
1671,US9180263B2,0,[0],[0],[0],[0],[0]
1672,US5509703A,0,[0],[0],[0],[0],[0]
1673,US7695371B2,0,[0],[0],[0],[0],[0]
1674,US8942004B2,0,[0],[0],[0],[0],[0]
1675,US9624953B2,0,[0],[0],[0],[0],[0]
1676,US8969966B2,0,[0],[0],[0],[0],[0]
1677,US6180883A,0,[0],[0],[0],[0],[0]
1678,US8485381B2,0,[0],[0],[0],[0],[0]
1679,US7509872B2,0,[0],[0],[0],[1],[0]
1680,US6979167B2,0,[0],[0],[0],[0],[0]
1681,US10043562B2,0,[0],[0],[0],[0],[0]
1682,US5328803A,0,[0],[0],[0],[0],[0]
1683,US9337093B2,0,[0],[0],[0],[0],[0]
1684,US7600461B1,0,[0],[0],[0],[0],[0]
1685,US5095781A,0,[0],[0],[0],[0],[0]
1686,US9016240B2,0,[0],[0],[0],[0],[0]
1687,US5058815A,0,[0],[0],[0],[0],[0]
1688,US7413573B2,0,[0],[0],[0],[0],[0]
1689,US4496059A,0,[0],[0],[0],[0],[0]
1690,US8011924B2,0,[0],[0],[0],[0],[0]
1691,US5377919A,0,[0],[0],[0],[0],[0]
1692,US10133306B2,0,[0],[0],[0],[0],[0]
1693,US9027511B2,0,[0],[0],[0],[0],[0]
1694,US7137154B2,0,[0],[0],[0],[0],[0]
1695,US9309264B2,0,[0],[0],[0],[0],[0]
1696,US8552330B2,0,[0],[0],[0],[0],[0]
1697,US10000229B2,0,[0],[0],[0],[0],[0]
1698,US7748978B2,0,[0],[0],[0],[0],[0]
1699,US8871740B2,0,[0],[0],[0],[0],[0]
1700,US6615016B2,0,[0],[0],[0],[0],[0]
1701,US7878085B2,0,[0],[0],[0],[0],[0]
1702,US9378506B1,0,[0],[0],[0],[0],[0]
1703,US7445918B2,0,[0],[0],[0],[0],[0]
1704,US9637141B2,0,[0],[0],[0],[0],[0]
1705,US9732906B2,0,[0],[0],[0],[0],[0]
1706,US10046894B1,0,[0],[0],[0],[0],[0]
1707,US8960062B2,0,[0],[0],[0],[0],[0]
1708,US9975589B2,0,[0],[0],[0],[0],[0]
1709,US4925410A,0,[0],[0],[0],[0],[0]
1710,US9862223B2,0,[0],[0],[0],[0],[0]
1711,US9758720B2,0,[0],[0],[0],[0],[0]
1712,US7766153B2,0,[0],[0],[0],[0],[0]
1713,US9172178B2,0,[0],[0],[0],[0],[0]
1714,US9399247B2,0,[0],[0],[0],[0],[0]
1715,US7028392B1,0,[0],[0],[0],[0],[0]
1716,US9145667B1,0,[0],[0],[0],[0],[0]
1717,US10018533B2,0,[0],[0],[0],[0],[0]
1718,US10053915B2,0,[0],[0],[0],[0],[0]
1719,US9332744B2,0,[0],[0],[0],[0],[0]
1720,US4689516A,0,[0],[0],[0],[0],[0]
1721,US5291828A,0,[0],[0],[0],[0],[0]
1722,US10130147B2,0,[0],[0],[0],[0],[0]
1723,US9890099B2,0,[0],[0],[0],[0],[0]
1724,US9453572B2,0,[0],[0],[0],[0],[0]
1725,US9018285B2,0,[0],[0],[0],[0],[0]
1726,US9184532B2,0,[0],[0],[0],[0],[0]
1727,US10004755B2,0,[0],[0],[0],[0],[0]
1728,US9772727B2,0,[0],[0],[0],[0],[0]
1729,US5304592A,0,[0],[0],[0],[0],[0]
1730,US9554200B2,0,[0],[0],[0],[0],[0]
1731,US9322399B2,0,[0],[0],[0],[0],[0]
1732,US9427010B2,0,[0],[0],[0],[0],[0]
1733,US9707173B2,0,[0],[0],[0],[0],[0]
1734,US9166464B2,0,[0],[0],[0],[0],[0]
1735,US9741737B1,0,[0],[0],[0],[0],[0]
1736,US9228479B2,0,[0],[0],[0],[0],[0]
1737,US9791013B2,0,[0],[0],[0],[0],[0]
1738,US9653224B2,0,[0],[0],[0],[0],[0]
1739,US8981157B2,0,[0],[0],[0],[0],[0]
1740,US9758747B2,0,[0],[0],[0],[0],[0]
1741,US4711322A,0,[0],[0],[0],[0],[0]
1742,US7150734B2,0,[0],[0],[0],[0],[0]
1743,US7385963B1,0,[0],[0],[0],[0],[0]
1744,US6162628A,0,[0],[0],[0],[0],[0]
1745,US6527949B1,0,[0],[0],[0],[0],[0]
1746,US7810407B2,0,[0],[0],[0],[0],[0]
1747,US9765474B1,0,[0],[0],[0],[0],[0]
1748,US9810000B2,0,[0],[0],[0],[0],[0]
1749,US4650393A,0,[0],[0],[0],[0],[0]
1750,US8167561B2,0,[0],[0],[0],[0],[0]
1751,US9098847B2,0,[0],[0],[0],[0],[0]
1752,US8171675B2,0,[0],[0],[0],[0],[0]
1753,US8952426B2,0,[0],[0],[0],[0],[0]
1754,US9278865B2,0,[0],[0],[0],[0],[0]
1755,US10039523B2,0,[0],[0],[0],[0],[0]
1756,US9539443B2,0,[0],[0],[0],[0],[0]
1757,US9655681B2,0,[0],[0],[0],[0],[0]
1758,US9154348B2,0,[0],[0],[0],[0],[0]
1759,US9346614B2,0,[0],[0],[0],[0],[0]
1760,US10094209B2,0,[0],[0],[0],[0],[0]
1761,US9272805B2,0,[0],[0],[0],[0],[0]
1762,US9644364B2,0,[0],[0],[0],[0],[0]
1763,US9925041B2,0,[0],[0],[0],[0],[0]
1764,US5412443A,0,[0],[0],[0],[0],[0]
1765,US9676067B2,0,[0],[0],[0],[0],[0]
1766,US10018431B2,0,[0],[0],[0],[0],[0]
1767,US9333546B2,0,[0],[0],[0],[0],[0]
1768,US8985928B2,0,[0],[0],[0],[0],[0]
1769,US7265368B2,0,[0],[0],[0],[0],[0]
1770,US5238531A,0,[0],[0],[0],[0],[0]
1771,US6160065A,0,[0],[0],[0],[0],[0]
1772,US9909057B2,0,[0],[0],[0],[0],[0]
1773,US7760240B2,0,[0],[0],[0],[0],[0]
1774,US4713249A,0,[0],[0],[0],[0],[0]
1775,US8663190B2,0,[0],[0],[0],[0],[0]
1776,US9597057B2,0,[0],[0],[0],[0],[0]
1777,US9049962B2,0,[0],[0],[0],[0],[0]
1778,US10141925B1,0,[0],[0],[0],[0],[0]
1779,US9302198B1,0,[0],[0],[0],[0],[0]
1780,US10129809B2,0,[0],[0],[0],[0],[0]
1781,US8082086B2,0,[0],[0],[0],[0],[0]
1782,US9513234B2,0,[0],[0],[0],[0],[0]
1783,US7481476B2,0,[0],[0],[0],[0],[0]
1784,US9221337B2,0,[0],[0],[0],[0],[0]
1785,US9005209B2,0,[0],[0],[0],[0],[0]
1786,US9618690B2,0,[0],[0],[0],[0],[0]
1787,US9937982B2,0,[0],[0],[0],[0],[0]
1788,US10048691B2,1,[0],[1],[1],[1],[1]
1789,US9338087B2,0,[0],[0],[0],[0],[0]
1790,US9891993B2,0,[0],[0],[0],[0],[0]
1791,US9217339B2,0,[0],[0],[0],[0],[0]
1792,US9990020B2,0,[0],[0],[0],[0],[0]
1793,US9565763B2,0,[0],[0],[1],[1],[1]
1794,US9174345B2,0,[0],[0],[0],[0],[0]
1795,US9272718B2,0,[0],[0],[0],[0],[0]
1796,US9010737B2,0,[0],[0],[0],[0],[0]
1797,US8575395B2,0,[0],[0],[0],[0],[0]
1798,US7871094B2,0,[0],[0],[0],[0],[0]
1799,US9528841B2,1,[0],[1],[1],[1],[1]
1800,US8140012B1,0,[0],[0],[0],[0],[0]
1801,US8157584B2,0,[0],[0],[0],[0],[0]
1802,US7714308B2,0,[0],[0],[0],[0],[0]
1803,US5810444A,0,[0],[0],[0],[0],[0]
1804,US9924844B1,0,[0],[0],[0],[0],[0]
1805,US8222350B2,0,[0],[0],[0],[0],[0]
1806,US10113549B2,0,[0],[0],[0],[0],[0]
1807,US9079539B2,0,[0],[0],[0],[0],[0]
1808,US7651283B2,0,[0],[0],[0],[0],[0]
1809,US5921701A,0,[0],[0],[0],[0],[0]
1810,US6758599B2,0,[0],[0],[0],[0],[0]
1811,US5731993A,0,[0],[0],[0],[0],[0]
1812,US6269084A,0,[0],[0],[0],[0],[0]
1813,US9180047B2,0,[0],[0],[0],[0],[0]
1814,US9352930B2,0,[0],[0],[0],[0],[0]
1815,US7820895B1,0,[0],[0],[0],[0],[0]
1816,US9361975B2,0,[0],[0],[0],[0],[0]
1817,US8163692B2,0,[0],[0],[0],[0],[0]
1818,US5685255A,0,[0],[0],[0],[0],[0]
1819,US9061612B2,0,[0],[0],[0],[0],[0]
1820,US7477198B2,0,[0],[0],[0],[0],[0]
1821,US9903702B2,0,[0],[0],[0],[0],[0]
1822,US9938687B1,0,[0],[0],[0],[0],[0]
1823,US10001195B2,0,[0],[0],[0],[0],[0]
1824,US9322344B2,0,[0],[0],[0],[0],[0]
1825,US9499241B2,0,[0],[0],[0],[0],[0]
1826,US9524908B2,0,[0],[0],[0],[0],[0]
1827,US8218481B2,0,[0],[0],[0],[0],[0]
1828,US9300179B2,0,[0],[0],[0],[0],[0]
1829,US10077828B2,0,[0],[0],[0],[0],[0]
1830,US9226987B2,0,[0],[0],[0],[0],[0]
1831,US9027548B2,0,[0],[0],[0],[0],[0]
1832,US9152064B2,0,[0],[0],[0],[0],[0]
1833,US9345554B1,0,[0],[0],[0],[0],[0]
1834,US7555886B2,0,[0],[0],[0],[0],[0]
1835,US8107214B2,0,[0],[0],[0],[0],[0]
1836,US5528935A,0,[0],[0],[0],[0],[0]
1837,US8511144B2,0,[0],[0],[0],[0],[0]
1838,US9184021B2,0,[0],[0],[0],[0],[0]
1839,US9074471B2,0,[0],[0],[0],[0],[0]
1840,US7340390B2,0,[0],[0],[0],[0],[0]
1841,US9682117B2,0,[0],[0],[0],[0],[0]
1842,US9932268B2,0,[0],[0],[0],[0],[0]
1843,US9803263B2,0,[0],[0],[0],[0],[0]
1844,US8776894B2,0,[0],[0],[0],[0],[0]
1845,US7276556B2,0,[0],[0],[0],[0],[0]
1846,US9186166B2,0,[0],[0],[0],[0],[0]
1847,US9771552B2,0,[0],[0],[0],[0],[0]
1848,US10119941B2,0,[0],[0],[0],[0],[0]
1849,US7081347B2,0,[0],[0],[0],[0],[0]
1850,US9940295B2,0,[0],[0],[0],[0],[0]
1851,US10069030B2,0,[0],[0],[0],[0],[0]
1852,US9197708B2,0,[0],[0],[0],[0],[0]
1853,US9274423B2,0,[0],[0],[0],[0],[0]
1854,US9868666B2,0,[0],[0],[0],[0],[0]
1855,US9978067B1,1,[1],[1],[1],[1],[1]
1856,US6662101B2,1,[0],[1],[1],[1],[1]
1857,US8297839B2,0,[0],[0],[0],[0],[0]
1858,US5622067A,0,[0],[0],[0],[0],[0]
1859,US10126225B2,0,[0],[0],[0],[0],[0]
1860,US6590314B1,0,[0],[0],[0],[0],[0]
1861,US9998311B2,0,[0],[0],[0],[0],[0]
1862,US9569423B2,1,[1],[1],[1],[1],[1]
1863,US9884225B2,0,[0],[0],[0],[0],[0]
1864,US9507285B2,0,[0],[0],[0],[0],[0]
1865,US9209221B2,0,[0],[0],[0],[0],[0]
1866,US9757864B2,0,[0],[0],[0],[0],[0]
1867,US9790004B1,0,[0],[0],[0],[0],[0]
1868,US8938934B2,0,[0],[0],[0],[0],[0]
1869,US9664084B2,0,[0],[0],[0],[0],[0]
1870,US9760512B1,0,[0],[0],[0],[0],[0]
1871,US8784098B2,0,[0],[0],[0],[0],[0]
1872,US9902864B2,0,[0],[0],[0],[0],[0]
1873,US9101097B2,0,[0],[0],[0],[0],[0]
1874,US9567060B2,0,[0],[0],[0],[0],[0]
1875,US6950185B1,0,[0],[0],[0],[0],[0]
1876,US9228579B2,0,[0],[0],[0],[0],[0]
1877,US9960728B2,0,[0],[0],[0],[0],[0]
1878,US8492498B2,0,[0],[0],[0],[0],[0]
1879,US9810649B2,0,[0],[0],[0],[0],[0]
1880,US8014936B2,1,[1],[1],[1],[1],[1]
1881,US10039177B2,0,[0],[0],[0],[0],[0]
1882,US9525413B2,0,[0],[0],[0],[0],[0]
1883,US8918527B2,0,[0],[0],[0],[0],[0]
1884,US10119831B2,0,[0],[1],[1],[1],[0]
1885,US8433784B2,1,[0],[1],[1],[1],[1]
1886,US9039345B2,0,[0],[0],[0],[0],[0]
1887,US8222351B2,0,[0],[0],[0],[0],[0]
1888,US9092317B2,0,[0],[0],[0],[0],[0]
1889,US4572107A,0,[0],[0],[0],[0],[0]
1890,US5373125A,0,[0],[0],[0],[0],[0]
1891,US9994105B2,0,[0],[0],[0],[0],[0]
1892,US9967263B2,0,[0],[0],[0],[0],[0]
1893,US9114682B1,0,[0],[0],[0],[0],[0]
1894,US6114158A,0,[0],[0],[0],[0],[0]
1895,US6031998A,0,[0],[0],[0],[0],[0]
1896,US7783415B2,1,[1],[1],[1],[1],[1]
1897,US7344017B1,0,[0],[0],[0],[0],[0]
1898,US10063965B2,1,[0],[1],[1],[1],[1]
1899,US4982369A,0,[0],[0],[0],[0],[0]
1900,US6050652A,0,[0],[0],[0],[0],[0]
1901,US9409178B2,0,[0],[0],[0],[0],[0]
1902,US9795454B2,0,[0],[0],[0],[0],[0]
1903,US10105911B2,0,[0],[0],[0],[0],[0]
1904,US8003014B2,0,[0],[0],[0],[0],[0]
1905,US9875228B1,0,[0],[0],[0],[0],[0]
1906,US7877460B1,0,[0],[0],[0],[0],[0]
1907,US5349606A,0,[1],[0],[0],[0],[0]
1908,US9630685B2,0,[0],[0],[0],[0],[0]
1909,US9815377B2,0,[0],[0],[0],[0],[0]
1910,US9897245B2,0,[0],[0],[0],[0],[0]
1911,US9555542B2,0,[0],[0],[0],[0],[0]
1912,US9413940B2,0,[0],[0],[0],[0],[0]
1913,US6678681B1,1,[0],[1],[1],[1],[1]
1914,US10134028B2,0,[0],[0],[0],[0],[0]
1915,US9167920B2,0,[0],[0],[0],[0],[0]
1916,US9999913B2,0,[0],[0],[0],[0],[0]
1917,US9536249B2,0,[0],[0],[0],[0],[0]
1918,US8936290B1,0,[0],[0],[0],[0],[1]
1919,US5557161A,0,[0],[0],[0],[0],[0]
1920,US7365788B2,0,[0],[0],[0],[0],[0]
1921,US9938153B2,0,[0],[0],[0],[0],[0]
1922,US7614881B2,0,[0],[0],[1],[1],[1]
1923,US9789407B1,0,[0],[0],[0],[0],[0]
1924,US9652331B2,0,[0],[0],[0],[0],[0]
1925,US9857231B2,0,[0],[0],[0],[0],[0]
1926,US9418246B2,0,[0],[0],[0],[0],[0]
1927,US5900814A,0,[0],[0],[0],[0],[0]
1928,US10022122B2,0,[0],[0],[0],[0],[1]
1929,US9585894B2,0,[0],[0],[0],[0],[0]
1930,US9556440B2,0,[0],[0],[0],[0],[0]
1931,US9981247B2,0,[0],[0],[0],[0],[0]
1932,US9001254B2,0,[0],[0],[0],[0],[0]
1933,US9328443B2,0,[0],[0],[0],[0],[0]
1934,US5315331A,0,[0],[0],[0],[0],[0]
1935,US8639871B2,0,[0],[0],[0],[0],[0]
1936,US9790935B2,0,[0],[0],[0],[0],[0]
1937,US7421869B2,0,[0],[0],[0],[0],[0]
1938,US8988901B2,0,[0],[0],[0],[0],[0]
1939,US10064596B2,0,[0],[0],[0],[0],[0]
1940,US9433189B2,0,[0],[0],[0],[0],[0]
1941,US9486671B2,0,[0],[0],[0],[0],[0]
1942,US5495757A,0,[0],[0],[0],[0],[0]
1943,US9237378B2,0,[0],[0],[0],[0],[0]
1944,US10005957B2,0,[0],[0],[0],[0],[0]
1945,US9411240B2,0,[0],[0],[0],[0],[0]
1946,US9911562B2,0,[0],[0],[0],[0],[0]
1947,US8646404B2,0,[0],[0],[0],[0],[0]
1948,US9480047B2,0,[0],[0],[0],[0],[0]
1949,US9547602B2,0,[0],[0],[1],[0],[0]
1950,US5196877A,0,[0],[0],[0],[0],[0]
1951,US9020710B2,0,[0],[0],[0],[0],[0]
1952,US5663798A,0,[0],[0],[0],[0],[0]
1953,US8914618B2,0,[0],[0],[0],[0],[0]
1954,US9587449B2,0,[0],[0],[0],[0],[0]
1955,US7688963B1,0,[0],[0],[0],[0],[0]
1956,US4830422A,0,[0],[0],[0],[0],[0]
1957,US9599443B2,0,[0],[0],[0],[0],[0]
1958,US9037014B2,0,[0],[0],[0],[0],[0]
1959,US10113377B2,0,[0],[0],[0],[0],[0]
1960,US10117734B2,0,[0],[0],[0],[0],[0]
1961,US7177417B2,0,[0],[0],[0],[0],[0]
1962,US8980096B2,0,[0],[0],[0],[0],[0]
1963,US10127628B2,0,[0],[0],[0],[0],[0]
1964,US9588400B2,0,[0],[0],[0],[0],[0]
1965,US10099931B2,0,[0],[0],[0],[0],[0]
1966,US8987033B2,0,[0],[0],[0],[0],[0]
1967,US8779847B1,0,[0],[0],[0],[0],[0]
1968,US9075941B2,1,[0],[1],[1],[1],[0]
1969,US9612342B2,0,[0],[0],[0],[0],[0]
1970,US9194965B2,0,[0],[0],[0],[0],[0]
1971,US9003955B1,0,[0],[0],[0],[0],[0]
1972,US8010126B2,0,[0],[0],[0],[0],[0]
1973,US9188401B2,0,[0],[0],[0],[0],[0]
1974,US9204690B1,0,[0],[0],[0],[0],[0]
1975,US4847646A,0,[0],[0],[0],[0],[0]
1976,US9090431B2,0,[0],[0],[0],[0],[0]
1977,US9138857B2,0,[0],[0],[0],[0],[0]
1978,US9226407B2,0,[0],[0],[0],[0],[0]
1979,US9296486B2,0,[0],[0],[0],[0],[0]
1980,US9223153B2,0,[0],[0],[0],[0],[0]
1981,US9265227B2,0,[0],[0],[0],[0],[0]
1982,US9980704B2,1,[0],[1],[1],[1],[1]
1983,US7794592B2,0,[0],[0],[0],[0],[0]
1984,US9396531B2,1,[0],[1],[1],[1],[1]
1985,US8928988B1,0,[0],[0],[0],[0],[0]
1986,US7304722B2,0,[0],[0],[0],[0],[0]
1987,US5146099A,1,[0],[0],[0],[1],[1]
1988,US5986819A,0,[0],[0],[0],[0],[0]
1989,US9059862B2,0,[0],[0],[0],[0],[0]
1990,US9834460B2,0,[0],[0],[0],[0],[0]
1991,US4908646A,0,[0],[0],[0],[0],[0]
1992,US6948104B2,0,[0],[0],[0],[0],[0]
1993,US8842712B2,0,[1],[0],[0],[0],[0]
1994,US9975258B2,0,[0],[0],[0],[0],[0]
1995,US8948272B2,0,[0],[0],[0],[0],[0]
1996,US9743743B2,0,[0],[0],[0],[0],[0]
1997,US9465386B2,0,[0],[0],[0],[0],[0]
1998,US9265064B2,0,[0],[0],[0],[0],[0]
1999,US8104486B2,0,[0],[0],[0],[0],[0]
2000,US9858197B2,1,[0],[1],[1],[1],[1]
2001,US9876493B2,0,[0],[0],[0],[0],[0]
2002,US5706051A,0,[0],[0],[0],[0],[0]
2003,US10037767B1,1,[1],[1],[1],[1],[1]
2004,US10116918B2,1,[1],[1],[1],[1],[1]
2005,US9438341B2,1,[1],[1],[0],[1],[0]
2006,US9057424B2,0,[0],[0],[0],[0],[0]
2007,US9818343B2,0,[0],[0],[0],[0],[0]
2008,US9398873B2,0,[0],[0],[0],[0],[0]
2009,US6623369B1,0,[0],[0],[0],[0],[0]
2010,US6038694A,0,[0],[0],[0],[0],[0]
2011,US9528829B2,0,[0],[0],[0],[0],[0]
2012,US8768295B2,0,[0],[0],[0],[0],[0]
2013,US9269006B2,0,[0],[1],[1],[0],[0]
2014,US6101336A,0,[0],[0],[0],[0],[0]
2015,US10003605B2,1,[1],[1],[1],[1],[1]
2016,US4861184A,0,[0],[1],[0],[0],[0]
2017,US8260213B2,0,[0],[0],[0],[0],[0]
2018,US7865826B2,0,[0],[0],[0],[0],[0]
2019,US10010988B2,0,[0],[0],[0],[0],[0]
2020,US8777410B2,0,[0],[0],[0],[0],[0]
2021,US9146195B2,0,[0],[0],[0],[0],[0]
2022,US9832095B2,1,[1],[1],[1],[1],[1]
2023,US9485133B2,0,[0],[0],[0],[0],[0]
2024,US9452987B2,0,[0],[0],[0],[0],[0]
2025,US9664741B2,0,[0],[1],[0],[0],[1]
2026,US9950428B2,0,[0],[0],[0],[0],[0]
2027,US9497292B2,0,[0],[0],[0],[0],[0]
2028,US5827685A,0,[0],[0],[0],[0],[0]
2029,US9374017B2,0,[0],[0],[0],[0],[0]
2030,US9690609B2,0,[0],[0],[0],[0],[0]
