,app number,actual,abstract,ipc c,application year
3896,US9684964B2,1,Image processing apparatus and image processing method for determining disparity there is provided an image processing apparatus including a stereo matching unit configured to obtain right and left disparity images by using stereo matching based on a pair of images captured by right and left cameras respectively a filter processing unit configured to perform filter processing on the disparity images and a first merging unit configured to make a comparison in the disparity images that have undergone the filter processing between disparity values at mutually corresponding positions in the right and left disparity images and to merge the disparity values of the right and left disparity images based on a comparison result,H0 G0,2014
3897,US9083877B2,1,Image processing apparatus focus detection apparatus and non transitory computer readable storage medium an image processing apparatus processes an image signal from an image pickup element including a plurality of pixels for one microlens and the image processing apparatus includes a saturation detector configured to detect whether an output value of each of the plurality of pixels reaches a saturation level and a saturation corrector configured to correct an output value of a saturation pixel that reaches the saturation level and an output value of an adjacent pixel that shares the same microlens with the saturation pixel,H0,2013
3898,US6393142B1,1,Method and apparatus for adaptive stripe based patch matching for depth estimation a method and apparatus provide a technique for generating a mesh based on an image view the mesh includes a plurality of trapezoidal patches which can be used in a comparison operation with regard to a second co planar image view the comparison operation extracts disparity information between the patches of the respective images and these disparities can be used to calculate depth estimations for objects within the image of use,G0,1998
3899,US7038699B2,1,Image processing apparatus and method with setting of prohibited region and generation of computer graphics data based on prohibited region and first or second position orientation this invention has as its object to provide a high quality composite image of a real image and virtual image to a viewer or the like to achieve this object the position posture of photographing means for photographing a performer or the like is measured the position posture of an hmd which the performer or the like wears and which allows the viewer to see through the external world is measured a cg at the viewpoint of the photographing means and image data photographed by the photographing means are aligned and composited on the basis of the measurement result of the position posture of the photographing means cg at the viewpoint of the hmd and image data photographed by a camera built in the hmd are aligned and composited on the basis of the measurement result of the position posture of the hmd and image data is displayed on the hmd,G0,2002
3900,US9767565B2,1,Synthesizing training data for broad area geospatial object detection a system for broad area geospatial object recognition identification classification location and quantification comprising an image manipulation module to create synthetically generated images to imitate and augment an existing quantity of orthorectified geospatial images together with a deep learning module and a convolutional neural network serving as an image analysis module to analyze a large corpus of orthorectified geospatial images identify and demarcate a searched object of interest from within the corpus locate and quantify the identified or classified objects from the corpus of geospatial imagery available to the system the system reports results in a requestor s preferred format,G0,2016
3901,US9191649B2,0,Systems and methods to capture a stereoscopic image pair described are a system apparatus and method to capture a stereoscopic image pair using an imaging device with a single imaging sensor particularly discussed are systems and methods for capturing a first and second image through an image sensor determining a vertical and horizontal disparity between the two images and applying corrections for geometric distortion vertical disparity and convergence between the two images some embodiments contemplate displaying a directional indicator before the second image of the stereoscopic image pair is captured by displaying a directional indicator a more optimal position for the second image of the stereoscopic image pair may be found resulting in a higher quality stereoscopic image pair,H0 G0,2011
3902,US9755902B2,0,Dynamic system configuration based on cloud collaborative experimentation a server includes a first module that receives information from a plurality of systems each system of the plurality of systems includes functional units that are dynamically configurable during operation of the system the information from each system of the plurality of systems includes performance data collected while executing a program when the functional units are configured according to a configuration setting respective to the system the server also includes a second module that analyzes the received information to select a best performing configuration setting of the configuration settings received from the plurality of systems the server also includes a third module that provides a new configuration setting to the plurality of systems the new configuration setting is a modification of the best performing configuration the server iterates on receiving the information from the plurality of systems analyzing the received information and providing the new configuration setting to the plurality of systems,G0 H0,2014
3903,US9438880B2,1,Image processing apparatus image processing method and program there is provided an image processing apparatus that includes a depth adjustment amount determination section configured to determine a depth adjustment amount of an input image an evaluation function storage section configured to store an evaluation function the evaluation function representing a relationship of a subjective depth amount of the image to a color saturation component thereof the subjective depth amount being a depth amount subjectively felt by a user an input value adjustment amount determination section configured to determine an input value adjustment amount based on the evaluation function the input value adjustment amount representing a retina s response to the color saturation component corresponding to the determined depth adjustment amount an adjustment gain calculation section configured to calculate each spatial frequency component adjustment gain based on the determined input value adjustment amount and a gain superimposition section configured to superimpose each of the calculated spatial frequency component adjustment gains on the color saturation component of the input image,H0,2015
3904,US9140601B2,1,Position sensitive detection optimization an automatically adjustable method for use in opto acoustic metrology or other types of metrology operations is described the method includes modifying the operation of a metrology system that uses a psd style sensor arrangement the method may be used to quickly adjust the operation of a metrology system to ensure that the data obtained therefrom are of the desired quality further the method is useful in searching for and optimizing data that is or can be correlated to substrate or sample features or characteristics that of interest apparatus and computer readable media are also described,G0,2012
3905,US8254026B2,0,Three dimensional image display a three dimensional image display capable of reducing a difference between a resolution variation rate in a pixel column direction and a resolution variation rate in a pixel row direction and preventing a color separation phenomenon is disclosed the three dimensional image display includes a display panel in which n n is a natural number disparity images are displayed and the same disparity images are distributed and displayed in subpixels of the same color and a lenticular sheet which divides travel paths of the disparity images using a plurality of lenticular lenses which are obliquely arranged in front of the display panel and the long axes of the lenticular lenses are parallel to an extension line of the subpixels in which the same disparity images are displayed,G0,2008
3906,US9003021B2,1,Management of storage system access based on client performance and cluser health in one embodiment a method includes determining a previous client performance value in terms of a performance metric for a volume in a storage system the previous client performance value is related to previous access for a client to the volume also the storage system is storing data for a plurality of volumes where data for each of the plurality of volumes is striped substantially evenly across drives of the storage system the method applies criteria to the previous performance value to determine a target performance value performance of the client with respect to access to the volume is regulated in terms of the performance metric based on the target performance value,G0,2011
3907,US9153015B2,1,Image processing device and method for each pixel in an image din a contrast correlation value ct is detected for peripheral areas centered around the pixel to be corrected a contrast enhancement coefficient ken is determined in accordance with the contrast correlation value ct and in accordance with the enhancement coefficient ken local contrast is enhanced for each pixel and an intermediate image d is generated when performing noise reduction by smoothing the intermediate image d in the time direction the degree of noise reduction is controlled in accordance with a noise reduction coefficient knr that is large where the enhancement coefficient ken is large with respect to a low contrast image such as one captured under fog haze or other poor weather conditions the contrast in areas having reduced contrast is appropriately improved and the noise that is enhanced in conjunction with contrast improvement is reduced enabling a high quality image to be obtained,H0 G0,2012
3908,US9948830B2,1,Color estimation system separation data generation system color estimation method and separation data generation method a color estimation system provided with a correlation memory unit storing a correlation model that accepts an image or information of image and outputting an ink color set that is a color combination of inks used in reproducing the image by printing and a color combination extracting unit that extracts the ink color set corresponding to a print image which is an image to be printed by providing an input of the print image or image information of the print image to the correlation model the correlation model is generated by performing machine learning that generates a correlation between the image information and the ink color set such that the ink color set is outputted based on the image information using a reference image of which the ink color set necessary for a printing is known in advance,H0,2016
3909,US10009593B2,1,Device and method for obtaining densitometric images of objects by a combination of radiological systems and depth sensing cameras a device and a method for obtaining densitometric images which comprise at least one radiological device at least one depth sensor and image processing means which combine the radiological absorption information from the set of recorded radiological images obtained with the radiological systems with the distances of the traversed material provided by the three dimensional reconstruction of the objects obtained by means of the depth sensors,G0 H0 A6,2013
3910,US10127452B2,1,Relevant image detection in a camera recorder or video streaming device the filtering tasks that are conventionally applied in a video monitoring application to distinguish images that may be relevant to the application are distributed to the image source or near source devices source devices such as cameras and playback devices and near source devices such as video concentrators and streaming devices are configured to include video processing tools that can be used to pre filter the image data to identify frames or segments of frames that include image information that is likely to be relevant to the receiving video monitoring application in this manner the receiving processor need not spend time and resources processing images that are pre determined to be irrelevant to the receiving application,G0 H0 G1,2015
3911,US8873835B2,1,Methods and apparatus for correcting disparity maps using statistical analysis on local neighborhoods methods and apparatus for disparity map correction through statistical analysis on local neighborhoods a disparity map correction technique may be used to correct mistakes in a disparity or depth map the disparity map correction technique may detect and mark invalid pixel pairs in a disparity map segment the image and perform a statistical analysis of the disparities in each segment to identify outliers the invalid and outlier pixels may then be corrected using other disparity values in the local neighborhood multiple iterations of the disparity map correction technique may be performed to further improve the output disparity map,G0,2012
3912,US9703939B2,1,Mobile terminal and control method thereof a mobile terminal having a face recognition function and a control method thereof are provided a mobile terminal includes a display unit a memory a photographing unit and a controller the memory stores first photographing distance information mapped to a plurality of coordinates in a previously obtained first face image as reference information for releasing a lock mode in which a touch input applied to the display unit is restricted the photographing unit obtains a second face image by photographing a subject when a face recognition function is performed in the lock mode the controller computes second photographing distance information mapped to the plurality of coordinates in the second face image and releases the lock mode based on a result obtained by comparing the first photographing distance information and the second photographing distance information,H0 G0,2013
3913,US9350962B2,1,Image processing device imaging apparatus computer image processing method and non transitory computer readable medium an image enlargement processing portion of the image processing device includes a data acquisition section which judges whether or not photographing condition data is included in the image photographing data and for acquiring content of the photographing condition data in a case where it is judged that the photographing condition data is included in the input image photographing data and an enlargement process determination section which determines a process parameter for an enlargement process for generating enlarged image data from the imaging data in which the photographing condition data includes information regarding presence or absence of an optical low pass filter during creation of the imaging data or information regarding an array of color filters of an imaging portion used to create the imaging data,H0 G0,2015
3914,US9207668B2,1,Method of and apparatus for automated path learning a robot having a force sensor and a tool fixture for operating on a workpiece that may have a complex surface contour is programmed by an operator first teaching the robot by a suitable technique such as lead through teaching a few gross points of the contour these points known as guiding points are used to generate a program to be followed by the robot under the control of the robot controller and using force control during which the robot finalizes the guiding points and teaches one or more points on the contour intermediate adjacent guiding points the controller or other computing device uses the points so taught to generate the path the robot tool fixture will follow when the tool is to operate on the workpiece,G0 B2,2006
3915,US9407811B2,1,Focus control unit in imaging apparatus method of controlling the focus control unit and medium for controlling the focus control unit fast focus control is to be performed the imaging apparatus is an imaging apparatus that includes a focus control unit the focus control unit performs focus control based on the contrast in an image and the processing result of a two image matching process the image is an image generated by an imaging unit the two image matching process is a process to be performed with the use of two images that are generated by the imaging unit with the focus lens being located in different positions,H0 G0,2012
3916,US8392349B2,1,Global adaptation atlas and method of creating same a method and system that provides an atlas on global adaptation providing mapping analysis and reporting for scientists and decision makers of the best available science on climate impacts and up to date information on adaptation projects the atlas may be web based a method of displaying climate change data includes collecting existing climate data consolidating the collected data by designed attribute categories filtering the collected data by attribute s presenting climate data to a user based on selected attribute categories and archiving climate data,G0,2010
3917,US9886623B2,1,User intention analysis apparatus and method based on image information of three dimensional space provided are a user intention analysis apparatus and method based on image information of a three dimensional d space the user intention analysis apparatus includes a d space generator configured to generate a d virtual space corresponding to an ambient environment based on physical relative positions of a plurality of cameras and image information generated by photographing the ambient environment with the plurality of cameras a d image analyzer configured to estimate a relative position between a first object and a second object included in the image information in the d virtual space and generate contact information of the first object and the second object based on the relative positions of the first object and the second object an action pattern recognizer configured to compare the contact information with a pre learned action pattern to recognize an action pattern of a user who manipulates the first object or the second object and a user intention recognizer configured to infer a user intention corresponding to the recognized action pattern based on ontology,G0,2016
3918,US8548226B2,1,Stereo image processing device and method in stereo matching based on standard area matching in order to suppress a decrease in matching accuracy it is effective to adaptively change a matching area in accordance with the local properties of an image however this requires high calculation costs thus the present invention provides a stereo image processing apparatus including an image pickup unit configured to take a plurality of image data using a plurality of cameras an image memory configured to store the plurality of image data taken by the image pickup unit a calculated disparity storage unit configured to store disparity data determined based on the plurality of image data a matching area control unit configured to set a matching area for each pixel based on the plurality of data read from the image memory and the disparity data read from the calculated disparity storage unit and a disparity calculating unit configured to perform matching on the image data based on the plurality of image data read from the image memory and the matching area for each pixel set by the matching area control unit to calculate disparity data,G0,2010
3919,US8356034B2,1,Image management apparatus control method thereof and storage medium storing program the attribution information of a plurality of pieces of image data photographed by a plurality of photographing apparatus is obtained the image data is classified into a predetermined time period on the basis of a photographing date and time obtained from the attribution information the number of the photographing apparatus photographing the image data classified every predetermined time period is discriminated and the image data classified into the time period in which the number of the pieces of image data is larger than a threshold value is extracted the extracted image data is discriminated from the other image data to be displayed thereby even if a plurality of pieces of still image data and moving image data photographed by a plurality of digital cameras and video cameras exists a candidate of the image data relatively significant among them can be extracted easily,G0,2010
3920,US9749914B2,0,Handover processing method and system relay device and base station embodiments of the present disclosure disclose a handover processing method the method includes before a source donor e utran node b denb makes a handover decision sending auxiliary information for obtaining a pre configured parameter receiving the pre configured parameter and performing a handover from the source denb to a target denb according to the pre configured parameter the relay device includes a first sending module configured to send before a source denb makes a handover decision auxiliary information for obtaining the pre configured parameter a first receiving module configured to receive the pre configured parameter and a handover module configured to perform a handover from the source denb to a target denb according to the pre configured parameter according to the embodiments of the present disclosure the technical problem that the service interruption of the ue controlled by the relay device is prolonged due to a long delay in the handover operation is solved,H0,2012
3921,US9813566B2,1,Information processing device information processing method and program for generating a layout there is provided an information processing device including an evaluation value calculation unit configured to calculate an evaluation value of each of candidate images which are candidates for an image to be selected based on information regarding an image corresponding to each of the candidate images a page allocation unit configured to determine the number of pages based on a parameter regarding a layout and determine the number of images disposed in each page based on the parameter regarding the layout and the calculated evaluation value an image selection unit configured to select the image among the candidate images based on the parameter regarding the layout and the calculated evaluation value and a layout generation unit configured to generate the layout in which the selected image is disposed for each page based on the parameter regarding the layout and the evaluation value corresponding to the selected image,H0 G0,2013
3922,US10057576B2,0,Moving image coding apparatus moving image coding method storage medium and integrated circuit a moving image coding apparatus performs efficient moving image compression on video with much noise with a poor s n ratio and enables appropriate bit rate control code amount control a first orthogonal transform unit performs orthogonal transform of an input moving image a complexity obtaining unit obtains a complexity of the input moving image based on frequency component data obtained through orthogonal transform by the first orthogonal transform unit a noise determination unit determines noise in the input moving image based on the frequency component data obtained through orthogonal transform by the first orthogonal transform unit a code amount adjustment unit generates a code amount adjustment signal based on the complexity obtained by the complexity obtaining unit and the noise determination result obtained by the noise determination unit a coding unit subjects the input moving image to a coding process including quantization using a quantization parameter value determined based on the code amount adjustment signal generated by the code amount adjustment unit,H0,2015
3923,US6389172B1,1,Image processing apparatus and storage medium that stores program associated with the apparatus a pseudo random number pattern which does not contain the minimum and maximum gradation values of pixels of input image data and consists of as elements threshold values set at nearly equal intervals is generated and input image data is binarized by ordered dithering using this pseudo random number pattern since the elements of the pseudo random number pattern do not contain the minimum and maximum gradation values of the pixels of the input image data even when a binary image is input noise components i e black or white isolated pixels can be prevented from periodically appearing since the threshold values of the pseudo random number pattern are set at nearly equal intervals a dither image with quality as high as that can be obtained by the conventional method can be obtained even when a halftone image is input,G0,1998
3924,US9300893B2,1,Image matching based pointing techniques techniques are disclosed that can be implemented as a system configured for image matching based pointing and or selection from information presented in an image displayed by a projection device a pointing device configured as described herein may be pointed at a target portion of an image displayed by a projection device and allowed to capture an image inclusive of that target portion in turn the captured image data may be compared with data pertaining to the original displayed image the resultant pointing location data can be used to generate one or more pointing indicators within the original image and the projection device may display the resultant annotated image on screen in some cases in real time and or with precision resolution of a single pixel a subsequent user selection can be made based on the known location of the pointing indicator the techniques provide for more native human machine interaction than existing approaches,H0 G0,2014
3925,US9787873B2,1,Halftone dot screen generation with conditional arrangement of growth centers to form dot blocks and bridges connecting adjacent dot blocks an image processing apparatus includes an image determining unit configured to determine a gradation value for each predetermined range in input image data and a screen generator configured to arrange dot images around a plurality of growth centers in a halftone dot screen to form respective dot blocks if an input area rate indicating a ratio of black to white in dot images at the gradation value is smaller than a value at which an image defect occurs and form bridges to connect adjacent dot blocks during a smallest gradation number if distances between the adjacent dot blocks decrease to a predetermined value or less along with growth of the dot blocks to form a void halftone dot image,H0 G0,2016
3926,US5767832A,0,Method of driving active matrix electro optical device by using forcible rewriting power consumption is reduced by decreasing the frequency of image rewriting to pixels in displaying images which have a portion of a screen that does not vary between frames on the other hand to cope with the phenomenon that image information for instance pixel voltages deteriorates over time a refresh operation is performed regularly interlaced scanning is performed skipping a plurality of rows the refresh operation is performed over several frames in which part of the rows are refreshed in one frame a flicker is thus prevented which occurs when the entire screen is refreshed in one frame,G0,1995
3927,US9337899B2,0,Methods and apparatus for secure updates to persistent data in a near field communication controller disclosed are methods apparatus systems computer program products and other implementations including a method that includes determining a source from which routing table information is to be obtained based at least in part on location data indicating the source and receiving configuration information from a device host dh the method also includes removing dh based routing table information included in the configuration information in response to the location data indicating that a near field communication controller nfcc is configured to receive the routing table information from one or more secure computing environments or from the dh and obtaining secure routing table information from at least one of the one or more secure computing environments,H0,2012
3928,US9330316B2,1,Sensor location and logical mapping system a system to locate and map a data collection device includes at least one image the image may be included with a subsystem or a component monitored by the system a data collection device such as a smart sensor is configured to detect a stimulus and to capture the at least one image the smart sensor is further configured to output an image signal indicating the at least one image a main control module is in electrical communication with the at least one smart sensor the main control module is configured to determine the image based on the image signal and compare the at least one image to a stored image the main control module is further configured to authenticate the at least one image in response to the at least one image matching the stored image,H0 G0,2014
3929,US6155683A,0,Ophthalmic apparatus for photographing an eye to be examined an ophthalmic apparatus for photographing an eye to be examined having a photographing optical system for photographing the eye the apparatus comprising a judging device for judging whether or not a picture image photographed by the photographing optical system satisfies a predetermined image requirement an informing device for informing a result judged by the judging device,A6,1999
3930,US9191573B2,1,Image capturing apparatus for determining an exposure condition by calculating aphotmetric value for each object region and method of controlling the same an image capturing apparatus comprises an image capturing unit configured to capture an image a determination unit configured to determine a plurality of object regions from the captured image an acquisition unit configured to acquire a photometric value for each of the object regions a decision unit configured to decide an exposure condition from the photometric value for each of the object regions and a tone conversion unit configured to convert a tone of the captured image based on the exposure condition,H0,2014
3931,US9442760B2,1,Job scheduling using expected server performance information a job scheduler that schedules ready tasks amongst a cluster of servers each job might be managed by one scheduler in that case there are multiple job schedulers which conduct scheduling for different jobs concurrently to identify a suitable server for a given task the job scheduler uses expected server performance information received from multiple servers for instance the server performance information might include expected performance parameters for tasks of particular categories if assigned to the server the job management component then identifies a particular task category for a given task determines which of the servers can perform the task by a suitable estimated completion time and then assigns based on the estimated completion time the job management component also uses cluster level information in order to determine which server to assign a task to,G0,2014
3932,US6747704B1,1,Video camera apparatus capable of simply extracting brightness information used in auto iris control in a video camera apparatus a proper iris control operation can be carried out based upon pseudo luminance information and the iris control operation and also the focus control operation can be independently performed the r g b pixel data which are outputted from a ccd image sensor and are acquired before being inputted to an image signal processing unit are multiplied with each other so as to produce the pseudo luminance information instead of the luminance signal the iris control operation is carried out based on this pseudo luminance information also the respective r g b pixel data acquired before being inputted to a white balance amplifier are multiplied with each other to produce the pseudo luminance information,H0,1998
3933,US10040630B2,0,Storage material handling system an autonomous transport robot for transporting a payload the autonomous transport robot includes a payload bed having at least one reference datum surface and at least one payload justification device the at least one payload justification device being configured to position a payload on the payload bed in substantial contact with the at least one reference datum surface to place the payload in a predetermined position on the payload bed,B6 B2 G0,2017
3934,US9338326B2,1,Image processing apparatus to which security policy is applicable control method therefor and storage medium storing control program therefor an image processing apparatus that is capable of appropriately applying security policy data based on an information security policy security policy data containing a policy name of a security policy and a security policy setting value corresponding to the policy name is applied to the image processing apparatus an obtaining unit obtains updating security policy data for updating the security policy data an application version determination unit determines whether the updating security policy data obtained by the obtaining unit will be applied according to a predetermined application version setting value when a version of the updating security policy data differs from a version of security policy data that is being applied actually an application unit applies the updating security policy data when the application version determination unit determines that the updating security policy data will be applied,G0 H0,2014
3935,US6801296B2,1,Image processing method image processing apparatus and image recording apparatus an image processing method to conduct an image processing on image signals indicating an image obtained through photographing by a photographing apparatus for generating image signals for output the image processing method has a determining process to determine a content of image processing to be conducted on the image signals based on information about environment light in the course of photographing information about flashlight in the course of photographing and on at least one of information about zoom magnification in the course of photographing and information about iso speed,G0,2003
3936,US7747163B2,0,Testing matter photographing apparatus attached three dimensional image photographing device the present invention relates to an apparatus for photographing an experimental object or animal the apparatus comprises a two dimensional image photographing device which includes a light source a first optical filter wheel a first motor a beam splitter a second motor a first window a second window an optical zoom module a second optical filter wheel a fourth motor a photographing means and a first enclosure a three dimensional image photographing device which includes a laser scanner a test tube a third motor a test tube mounting stand and a second enclosure and a control section for controlling the operations of the first motor the second motor the optical zoom module the photographing means the third motor and the fourth motor the experimental object photographing apparatus includes the three dimensional experimental object photographing device detachably mounted to the two dimensional image photographing device so as to obtain two and three dimensional images of the experimental object since the three dimensional image photographing device is coupled to the two dimensional image photographing device only when it is desired to photograph the three dimensional image its installation and operation are easy and the two and three dimensional image photographing devices do not need to be purchased separately thereby saving the cost,H0 G0,2006
3937,US7330584B2,1,Image processing apparatus and method an image processing apparatus and an image processing method applied to e g a tv conference system or a tv telephone system in which an image to be transmitted or received is captured and reconstructed into a virtual view point image which may appear as if it is captured by a virtual camera the correspondence between pixels may be taken with higher robustness and higher accuracy while mismatch in such correspondence otherwise caused due to disparity may be reduced to as small a value as possible to this end the disparity between the images obtained on imaging an object from different view points by at least two cameras a a are detected and based on the detected disparity each of the images is separated into plural image regions the relation of correspondence is found of the separated each image region in association with the object from one pixel position on the same horizontal lines to the next from the pixel positions and the associated luminance components for which the relation of correspondence has been found a virtual view point image to be generated by a virtual camera mounted imaginarily is constructed,G0,2004
3938,US9545723B2,0,Robotic arm and display device using the same a robotic arm connected to a display device includes a plurality of connecting members rotatably connected to each other via a plurality of shafts each shaft can be rotated by a motor the robotic arm further includes a camera configured to capture images of a user and a processor configured to execute a plurality of modules the modules include an obtaining module configured to obtain the captured images an image analyzing module configured to determine whether a user is moving a body part according to a plurality of successively obtained images and determine a direction and amplitude of the movement and a signal generating module configured to generate a first control module according to the determined direction and amplitude of the movement and transmit the generated first control signal to inform at least one motor to rotate the shaft secured thereto,G0 B2 F1,2015
3939,US9261974B2,1,Apparatus and method for processing sensory effect of image data a method and apparatus is capable of processing a sensory effect of image data the apparatus includes an image analyzer that analyzes depth information and texture information about at least one object included in an image a motion analyzer analyzes a motion of a user an image matching processor matches the motion of the user to the image an image output unit outputs the image to which the motion of the user is matched and a sensory effect output unit outputs a texture of an object touched by the body of the user to the body of the user,G0,2012
3940,US10095917B2,1,Systems and methods for facial representation systems methods and non transitory computer readable media can align face images classify face images and verify face images by employing a deep neural network dnn a d aligned face image can be generated from a d face image an identity of the d face image can be classified based on provision of the d aligned face image to the dnn the identity of the d face image can comprise a feature vector,G0,2014
3941,US10108844B2,1,Methods and systems for image data processing methods storage mediums and systems for image data processing are provided embodiments for the methods storage mediums and systems include configurations to perform one or more of the following steps background signal measurement particle identification using classification dye emission and cluster rejection inter image alignment inter image particle correlation fluorescence integration of reporter emission and image plane normalization,G0,2017
3942,US10036677B2,1,Method for analyzing stress in an object a method for analyzing stress in an object according to spectrum data is provided the spectrum data is obtained from an interference fringe pattern of the object that results from performing photoelasticity the method includes analyzing the spectrum data to obtain three sets of intensity data related respectively to different wavelengths of light used in photoelasticity calculating wrapped phases according to the three sets of intensity data respectively calculating preliminary stress values according to the wrapped phases respectively determining a system of stress equations according to a relation among the preliminary stress values and calculating an estimated stress value using the system of stress equations,G0,2017
3943,US9785818B2,1,Systems and methods for image alignment systems and methods for image alignment are disclosed a method includes determining a first set of patches for a first image and a second set of patches for a second image wherein each patch in the first and second sets of patches comprises a portion of the first and second image respectively determining a set of possible match pairings of a patch from the first set and a patch from the second set for each match pairing in the set of possible match pairings computing a transformation operation to align the patch from the first set of patches and the patch from the second set of patches in the match pairing grouping the match pairings into clusters based on parameters of the transformation operations of the match pairings and performing the transformation operation corresponding to at least one cluster to align the first image to the second image,G0,2015
3944,US9481518B2,0,Order fulfillment system and method an order fulfillment system and method uses a robotic arm having an end effector for grasping an object an arcuate structure is moveable within reach of the robotic arm a conveyor system brings inventory to the arcuate structure and takes a container that holds picked inventory away from the arcuate structure a control system fulfills an order by directing the conveyor system to bring inventory to the arcuate structure positioning the inventory on the arcuate structure relative to the robotic arm determining a selected inventory item for an order commanding the robotic arm to move the selected inventory item from a pick location of the selected inventory item to a container location for the order and directing the conveyor system to take the container from the arcuate structure,G0 B6,2014
3945,US10097736B2,1,Image processing device and image processing method an image processing device comprises a unit configured to obtain image data representing an image of an object from an image capturing device a unit configured to obtain an angular dependency of an intensity of light reflected by the object a unit configured to calculate an angle of the light reflected by the object to the image capturing device and a unit configured to correct the obtained image data based on the calculated angle and the obtained angular dependency,H0,2017
3946,US9699386B2,1,Image processing apparatus and method an image processing apparatus comprising an obtaining unit configured to obtain a first image of an object shot with flashing of an illumination device and distance information of distances to a plurality of positions of the object a determination unit configured to determine a position of a virtual light source that emits virtual light and a processing unit configured to obtain shape information of the object based on the distance information and generate an image in which the object is illuminated by the virtual light source by processing the first image based on the obtained shape information of the object the distance information and the position of the virtual light source with respect to the object,H0 G0,2015
3947,US6249912A,1,Method and apparatus for determining most recently used methods a method in a data processing system for identifying recently used methods from a plurality of methods in a data processing system wherein a counter is associated with each method within the plurality of methods periodic monitoring is performed to identify an executing method in a current period the counter is divided using a number of periods since a last period during which the executing method was executed,G0,1999
3948,US9900239B2,0,Apparatus and method for transmitting and receiving multimedia data in mobile communication system the present disclosure dynamically selects an optimal parameter so as to stably stream an image without user s setting in a network environment the present disclosure determines schedules a path to which a general packet is to be distributed based on a path cost indicator and determines a symbol size and the number of source symbols which minimize or sufficiently reduce a cost function,H0,2014
3949,US10016676B2,0,Processing system information processing apparatus control method program and storage medium a first device generates associates with a generated call and transmits generation information for generating an object corresponding to identification information included in the call on the other side in a case where the received call includes unknown identification information a second device generates and stores an object corresponding to unknown identification information based on generation information associated with the call next the second device associates the unknown identification information with specification information that specifies the stored object in a memory space of the device and register that,A6 G0,2013
